repeat_patient_yn,gender_yn,same_day_appt_yn,within_week_appt_yn,advanced_appt_yn,monday_yn,tuesday_yn,wednesday_yn,thursday_yn,friday_yn,saturday_yn,neighborhood_income_lower_yn,neighborhood_income_middle_yn,neigborhood_income_higher_yn,day_after_holiday_yn,child_yn,young_adult_yn,adult_yn,senior_yn,welfare_assistance,hypertension,diabetes,alcoholism,handicap_yn,sms_received,no_show_yn
1.0,-0.037585352048467136,0.005211445289462427,0.06538883418577739,-0.06738230289258619,0.002087207560024156,-0.0020120773117088975,0.0023052297893528424,-0.008935643955160971,0.006363332528299666,-0.007197065313084218,0.0015623706380999316,6.865818235678198e-05,-0.001779918840034553,0.003985497477147306,-0.03385117157884095,0.012636505365679077,0.034823570978755665,-0.01753194678883482,0.021680292890157448,0.0005500959694286309,0.00731022642607486,0.0341632957431483,0.0159777951942651,-0.02698216089539837,0.024386805493625204
-0.037585352048467136,1.0,0.03746019585482471,-0.01866377267518032,-0.019888445316569154,0.003358855978333269,-0.006024028012105545,-0.001746379713453985,0.0038487670928498115,0.0015532054018551318,-0.003779746155163989,0.019929647630136566,-0.007708335896128516,-0.017003402147072345,0.0047585277922712,0.1710911205992696,-0.0740193332196832,-0.07041932543487085,-0.032985393519680564,-0.06196835763594243,-0.05799712365159361,-0.03458030110631006,0.10945343712563047,0.021407371911023078,-0.017609781701920613,0.002987262393107509
0.005211445289462427,0.03746019585482471,1.0,-0.47778540463007274,-0.5503527576825696,0.009129772285157697,0.01420917231434753,-0.008722212750281145,-0.006217454116472923,-0.009538335383008517,-0.005800750937306289,0.0675821567048404,-0.04309056626285943,-0.04640065808222412,0.008345880137051164,0.07099970703019308,0.010157027889487906,-0.021946168357404556,-0.05945416521848416,0.10077623448419112,-0.04191472988410926,-0.01680413356587793,0.0421337862680137,0.019305378127497545,-0.4921687891107455,-0.2843328542200771
0.06538883418577739,-0.01866377267518032,-0.47778540463007274,1.0,-0.47051790460464404,-0.002197632450261264,-0.0003155512608844454,0.019043439433524618,-0.003220156008179691,-0.01608943784767737,0.011970149425605585,0.020731832567322486,0.009736968913409362,-0.029480454257264938,0.020400630975768,-0.08173864491814893,-0.023128791258790256,0.025853767316583075,0.07800227577093226,-0.034255725713204066,0.081785874095602,0.057214058253385436,-0.0031257587081006764,0.008561986608094626,0.0501981451080218,0.06646372303478552
-0.06738230289258619,-0.019888445316569154,-0.5503527576825696,-0.47051790460464404,1.0,-0.0070817478685483645,-0.013972568226676342,-0.009338421141348564,0.009305693900548815,0.02487274765786972,-0.005550217875984921,-0.08758745118968927,0.034028220405015706,0.07462655277204056,-0.027772475502813834,0.006370991099663886,0.011780062513877256,-0.0025283024464577562,-0.014416806872978962,-0.0686674841925179,-0.0356304382487471,-0.03749906987119353,-0.03935068328561538,-0.027528974984380075,0.4466516192367098,0.22243039045147828
0.002087207560024156,0.003358855978333269,0.009129772285157697,-0.002197632450261264,-0.0070817478685483645,1.0,-0.27829908212470483,-0.2812493625220724,-0.21941800506057715,-0.2333071856502651,-0.009573749919398319,-0.006124162750759443,0.0026310299557835877,0.0050507203982227715,0.3956685240317642,0.007692796411771658,-0.0038280363813749793,-0.0030769798121893575,-0.0011441387093041526,0.0027516603673132843,-0.005902167851244202,-0.006659875319939768,0.002453664062920722,-0.003780866989354196,-0.005770363555660107,0.005988236504889211
-0.0020120773117088975,-0.006024028012105545,0.01420917231434753,-0.0003155512608844454,-0.013972568226676342,-0.27829908212470483,1.0,-0.3017930744522832,-0.23544527796896236,-0.2503489864576945,-0.010273059452609633,-0.003292630899814217,-0.006433117284044871,0.00792766281374468,-0.11011418706344185,-0.00495200388874682,0.005537683109409544,-0.001699916399921357,0.0025294955141157284,-0.013511256271220668,0.004914057449144787,0.0038389922551480098,-0.005653572694549256,0.0015146300896481022,0.09744012923958262,-0.0036452078234832856
0.0023052297893528424,-0.001746379713453985,-0.008722212750281145,0.019043439433524618,-0.009338421141348564,-0.2812493625220724,-0.3017930744522832,1.0,-0.23794126028788193,-0.2530029646946969,-0.01038196533075554,0.0032921545996931812,0.0039455014394604,-0.006274943679584192,-0.11128152015370846,0.0019354392301253274,-0.00425211067992282,0.002168120282859945,-0.0009728827933046877,-0.003137042414500256,-0.003326528628343962,-0.0027314303760885075,0.0006374506566547121,-0.005203095054661672,0.025423071430070023,-0.0069878375081505045
-0.008935643955160971,0.0038487670928498115,-0.006217454116472923,-0.003220156008179691,0.009305693900548815,-0.21941800506057715,-0.23544527796896236,-0.23794126028788193,1.0,-0.1973814457388613,-0.008099538790335507,0.002524172574780884,-0.0003305060957296993,-0.002582461108759048,-0.086816798208371,-0.003564363989159814,-0.001809846743405302,0.005846472022593263,-0.0017206003544260626,0.0015190078128262479,0.0043424456919588785,-0.003428266451613876,-0.0010692890498509471,0.004984202987686235,-0.03622590243593069,-0.008303677311571257
0.006363332528299666,0.0015532054018551318,-0.009538335383008517,-0.01608943784767737,0.02487274765786972,-0.2333071856502651,-0.2503489864576945,-0.2530029646946969,-0.1973814457388613,1.0,-0.00861224036608184,0.0034881809660493785,0.0005253583308537788,-0.004221000336798998,-0.09231230979213342,-0.0009166203015161404,0.004607913366051432,-0.0031385784937664135,0.0007424533653618154,0.014199468069244195,-0.00031493961144049315,0.00878625726135521,0.003854223250240178,0.0033481527985158013,-0.09579950655621368,0.013343752480629094
