repeat_patient_yn,gender_yn,same_day_appt_yn,within_week_appt_yn,advanced_appt_yn,monday_yn,tuesday_yn,wednesday_yn,thursday_yn,friday_yn,saturday_yn,neighborhood_income_lower_yn,neighborhood_income_middle_yn,neigborhood_income_higher_yn,day_after_holiday_yn,child_yn,young_adult_yn,adult_yn,senior_yn,welfare_assistance,hypertension,diabetes,alcoholism,handicap_yn,sms_received,no_show_yn
-0.007197065313084218,-0.003779746155163989,-0.005800750937306289,0.011970149425605585,-0.005550217875984921,-0.009573749919398319,-0.010273059452609633,-0.01038196533075554,-0.008099538790335507,-0.00861224036608184,1.0,0.01228227608863405,-0.005608696875919275,-0.009908903275748102,-0.0037880315000394745,-0.010843390421120062,-0.003720807174312346,0.0056387343862988335,0.008199642588005615,-0.0015022059000867765,0.014256404007645891,0.008115078350152143,0.0024591039538780697,0.0007702336300123972,0.0005489369583721514,0.0018298814042226178
0.0015623706380999316,0.019929647630136566,0.0675821567048404,0.020731832567322486,-0.08758745118968927,-0.006124162750759443,-0.003292630899814217,0.0032921545996931812,0.002524172574780884,0.0034881809660493785,0.01228227608863405,1.0,-0.4566496336213788,-0.806764414368006,-0.002350733015050663,0.10148658001193936,0.038756252299852516,-0.03832170076167666,-0.09817290119382757,0.12937034652236185,0.07997915972478714,0.04879493812710367,0.08192076488243366,0.032367879844709464,-0.06050871621866955,0.010038203769055199
6.865818235678198e-05,-0.007708335896128516,-0.04309056626285943,0.009736968913409362,0.034028220405015706,0.0026310299557835877,-0.006433117284044871,0.0039455014394604,-0.0003305060957296993,0.0005253583308537788,-0.005608696875919275,-0.4566496336213788,1.0,-0.15725970323505212,-9.077994253269675e-06,-0.0094002799066287,-0.01462239306577348,0.0019356346163151108,0.021012886675880842,-0.055019459356060715,-0.047418141433449995,-0.03395403516792461,-0.032265974162776476,-0.019947143806277073,0.03594424240324268,6.373415373305813e-05
-0.001779918840034553,-0.017003402147072345,-0.04640065808222412,-0.029480454257264938,0.07462655277204056,0.0050507203982227715,0.00792766281374468,-0.006274943679584192,-0.002582461108759048,-0.004221000336798998,-0.009908903275748102,-0.806764414368006,-0.15725970323505212,1.0,0.002615473822784778,-0.10641240577910278,-0.03330989829539174,0.04125363830869241,0.0950213366464641,-0.10706622104167852,-0.057287792400844646,-0.03161397479695075,-0.0695066399006482,-0.022681929615848043,0.04329509223422034,-0.011185295140722997
0.003985497477147306,0.0047585277922712,0.008345880137051164,0.020400630975768,-0.027772475502813834,0.3956685240317642,-0.11011418706344185,-0.11128152015370846,-0.086816798208371,-0.09231230979213342,-0.0037880315000394745,-0.002350733015050663,-9.077994253269675e-06,0.002615473822784778,1.0,0.005017603297075718,-0.0003467643709320849,-0.006975237619974485,0.0034713868812450144,-0.01313834379642565,0.005004494394140203,0.0006076057227501013,0.0019939762641031653,0.00403947342515339,0.08738130900385176,-0.004362687130521608
-0.03385117157884095,0.1710911205992696,0.07099970703019308,-0.08173864491814893,0.006370991099663886,0.007692796411771658,-0.00495200388874682,0.0019354392301253274,-0.003564363989159814,-0.0009166203015161404,-0.010843390421120062,0.10148658001193936,-0.0094002799066287,-0.10641240577910278,0.005017603297075718,1.0,-0.24185997078230206,-0.47624519253205094,-0.2843015780706394,0.04641297580626482,-0.284597728405165,-0.1569600018899384,-0.09921024320246334,-0.04845497496835671,-0.02917220569264395,0.025859192481352163
0.012636505365679077,-0.0740193332196832,0.010157027889487906,-0.023128791258790256,0.011780062513877256,-0.0038280363813749793,0.005537683109409544,-0.00425211067992282,-0.001809846743405302,0.004607913366051432,-0.003720807174312346,0.038756252299852516,-0.01462239306577348,-0.03330989829539174,-0.0003467643709320849,-0.24185997078230206,1.0,-0.3462059417210777,-0.20667273310567058,0.014299397330349446,-0.19235857533721984,-0.1071539301150701,-0.04328084859089238,-0.01965597859316638,0.011724128274372702,0.045043084937104266
0.034823570978755665,-0.07041932543487085,-0.021946168357404556,0.025853767316583075,-0.0025283024464577562,-0.0030769798121893575,-0.001699916399921357,0.002168120282859945,0.005846472022593263,-0.0031385784937664135,0.0056387343862988335,-0.03832170076167666,0.0019356346163151108,0.04125363830869241,-0.006975237619974485,-0.47624519253205094,-0.3462059417210777,1.0,-0.4069581884519973,0.028591183504095258,0.04093052698002624,-0.007921258190049683,0.104035102240415,0.002773356323239377,0.011931850599308477,-0.010431925271181672
-0.01753194678883482,-0.032985393519680564,-0.05945416521848416,0.07800227577093226,-0.014416806872978962,-0.0011441387093041526,0.0025294955141157284,-0.0009728827933046877,-0.0017206003544260626,0.0007424533653618154,0.008199642588005615,-0.09817290119382757,0.021012886675880842,0.0950213366464641,0.0034713868812450144,-0.2843015780706394,-0.20667273310567058,-0.4069581884519973,1.0,-0.0989139897350503,0.4329275072557967,0.277479506392185,0.018398672847903332,0.0671278515793243,0.006523606341808012,-0.05581421825200116
0.021680292890157448,-0.06196835763594243,0.10077623448419112,-0.034255725713204066,-0.0686674841925179,0.0027516603673132843,-0.013511256271220668,-0.003137042414500256,0.0015190078128262479,0.014199468069244195,-0.0015022059000867765,0.12937034652236185,-0.055019459356060715,-0.10706622104167852,-0.01313834379642565,0.04641297580626482,0.014299397330349446,0.028591183504095258,-0.0989139897350503,1.0,-0.017617314013871937,-0.022275539406109948,0.03767108750590692,-0.004298987185087489,-0.14289587827086944,0.00014452005081187658
0.0005500959694286309,-0.05799712365159361,-0.04191472988410926,0.081785874095602,-0.0356304382487471,-0.005902167851244202,0.004914057449144787,-0.003326528628343962,0.0043424456919588785,-0.00031493961144049315,0.014256404007645891,0.07997915972478714,-0.047418141433449995,-0.057287792400844646,0.005004494394140203,-0.284597728405165,-0.19235857533721984,0.04093052698002624,0.4329275072557967,-0.017617314013871937,1.0,0.434637878047067,0.08933610952086661,0.0858611532267292,-0.004207719043305324,-0.034388043551687675
0.00731022642607486,-0.03458030110631006,-0.01680413356587793,0.057214058253385436,-0.03749906987119353,-0.006659875319939768,0.0038389922551480098,-0.0027314303760885075,-0.003428266451613876,0.00878625726135521,0.008115078350152143,0.04879493812710367,-0.03395403516792461,-0.03161397479695075,0.0006076057227501013,-0.1569600018899384,-0.1071539301150701,-0.007921258190049683,0.277479506392185,-0.022275539406109948,0.434637878047067,1.0,0.018999462131350512,0.059079105064550774,-0.012243113166688906,-0.014371325963799841
0.0341632957431483,0.10945343712563047,0.0421337862680137,-0.0031257587081006764,-0.03935068328561538,0.002453664062920722,-0.005653572694549256,0.0006374506566547121,-0.0010692890498509471,0.003854223250240178,0.0024591039538780697,0.08192076488243366,-0.032265974162776476,-0.0695066399006482,0.0019939762641031653,-0.09921024320246334,-0.04328084859089238,0.104035102240415,0.018398672847903332,0.03767108750590692,0.08933610952086661,0.018999462131350512,1.0,0.0039478718643051825,-0.028883887090101642,-0.002868765873434625
0.0159777951942651,0.021407371911023078,0.019305378127497545,0.008561986608094626,-0.027528974984380075,-0.003780866989354196,0.0015146300896481022,-0.005203095054661672,0.004984202987686235,0.0033481527985158013,0.0007702336300123972,0.032367879844709464,-0.019947143806277073,-0.022681929615848043,0.00403947342515339,-0.04845497496835671,-0.01965597859316638,0.002773356323239377,0.0671278515793243,-0.004298987185087489,0.0858611532267292,0.059079105064550774,0.0039478718643051825,1.0,-0.023428487418524064,-0.007389630819526765
-0.02698216089539837,-0.017609781701920613,-0.4921687891107455,0.0501981451080218,0.4466516192367098,-0.005770363555660107,0.09744012923958262,0.025423071430070023,-0.03622590243593069,-0.09579950655621368,0.0005489369583721514,-0.06050871621866955,0.03594424240324268,0.04329509223422034,0.08738130900385176,-0.02917220569264395,0.011724128274372702,0.011931850599308477,0.006523606341808012,-0.14289587827086944,-0.004207719043305324,-0.012243113166688906,-0.028883887090101642,-0.023428487418524064,1.0,0.11841621855715834
0.024386805493625204,0.002987262393107509,-0.2843328542200771,0.06646372303478552,0.22243039045147828,0.005988236504889211,-0.0036452078234832856,-0.0069878375081505045,-0.008303677311571257,0.013343752480629094,0.0018298814042226178,0.010038203769055199,6.373415373305813e-05,-0.011185295140722997,-0.004362687130521608,0.025859192481352163,0.045043084937104266,-0.010431925271181672,-0.05581421825200116,0.00014452005081187658,-0.034388043551687675,-0.014371325963799841,-0.002868765873434625,-0.007389630819526765,0.11841621855715834,1.0
