repeat_patient_yn,male_yn,female_yn,same_day_appt_yn,within_week_appt_yn,advanced_appt_yn,monday_yn,tuesday_yn,wednesday_yn,thursday_yn,friday_yn,saturday_yn,neighborhood_income_lower_yn,neighborhood_income_middle_yn,neigborhood_income_higher_yn,day_after_holiday_yn,child_yn,young_adult_yn,adult_yn,senior_yn,welfare_assistance,hypertension,diabetes,alcoholism,handicap_yn,sms_received,no_show_yn
1.0,-0.038842197505071056,0.038842197505071056,0.003107282730099726,0.0653893334073813,-0.0649814033276387,0.0015980358271052897,-0.0003858502396359006,0.0016061886724808747,-0.008920753862622165,0.0058299614911422465,-0.006716678255162191,0.0031878185575617154,-0.0011020389062625137,-0.002812140215990747,0.0037545258939843803,-0.034813966975019935,0.013813020604321326,0.035102068749519065,-0.018250317012565815,0.02678983833536176,0.00014231565504746737,0.006882077365201395,0.034059625224552165,0.015043948470531344,-0.021882391727002484,0.02549526388146615
-0.038842197505071056,1.0,-1.0,0.05167498664708369,-0.020188821162154546,-0.03220537895889607,0.004079856772073263,-0.009388994115253547,-0.0022724400285118037,0.004834525962620336,0.004216227858323608,-0.0036874698824993623,0.011818252623729833,-0.004312921635011778,-0.010274634673401421,0.0024606507722360685,0.17124740070137934,-0.0758748296080653,-0.07479531448258178,-0.02529263275615981,-0.11429709800438943,-0.05572122901640635,-0.03255535447982252,0.10616989663311859,0.022391329358738984,-0.04630080547058323,-0.004131879616535556
0.038842197505071056,-1.0,1.0,-0.05167498664708369,0.020188821162154546,0.03220537895889607,-0.0040798567720748075,0.009388994115253547,0.002272440028511805,-0.004834525962620336,-0.00421622785832362,0.0036874698824993597,-0.011818252623729833,0.0043129216350117775,0.010274634673401421,-0.0024606507722360676,-0.17124740070137934,0.0758748296080653,0.07479531448258178,0.02529263275615981,0.11429709800438943,0.05572122901640635,0.03255535447982252,-0.10616989663311859,-0.022391329358738984,0.046300805470583246,0.004131879616533359
0.003107282730099726,0.05167498664708369,-0.05167498664708369,1.0,-0.46922730488010644,-0.5488868621774777,0.009733570411012102,0.010372020759057049,-0.009098830931817284,-0.005038639405666789,-0.006686019381749901,-0.0056678210959868035,0.05872154029864428,-0.039206951878555836,-0.03925369023459334,0.005954403298171984,0.07297756640540906,0.006147697138666571,-0.027389059415465624,-0.051429582275582024,0.02553904177010059,-0.03995907587784621,-0.01509749134932334,0.040430629383294295,0.020318162119474126,-0.5033820699819312,-0.2834458470108386
0.0653893334073813,-0.020188821162154546,0.020188821162154546,-0.46922730488010644,1.0,-0.48060875879962145,0.0011193273896660696,0.0034404076174289295,0.0168639742214363,-0.006378961896129425,-0.01839069578598783,0.011285297411257254,0.02214793491686921,0.008600810720281576,-0.030327232703122344,0.024578144958286554,-0.08174032349247401,-0.02259807800247743,0.027420206961706294,0.07598493421090494,-0.02119800421138697,0.08104280270280727,0.05643821935142047,-0.003302577129905511,0.008478483017957816,0.05183796661268129,0.06320242565578807
-0.0649814033276387,-0.03220537895889607,0.03220537895889607,-0.5488868621774777,-0.48060875879962145,1.0,-0.010725392348641406,-0.013556472231623094,-0.006927427815522124,0.01104174167218594,0.024047638102504,-0.005053951981152495,-0.07927772162609688,0.030792956312346912,0.0676875782213457,-0.02917797897611755,0.0049031613532223425,0.015285778790959121,0.0012433441714752454,-0.020853375048380106,-0.005295959363123121,-0.03703173604370422,-0.038430376713910516,-0.03702328375766084,-0.028202335403547857,0.45081238312253086,0.22164865642876252
0.0015980358271052897,0.004079856772073263,-0.0040798567720748075,0.009733570411012102,0.0011193273896660696,-0.010725392348641406,1.0,-0.27951294060382303,-0.2811308705061122,-0.21869143272072952,-0.23187223791039163,-0.009555573284239505,-0.0061424811213108286,0.0024014034381772053,0.005234151656929631,0.3992258720320857,0.007396297608739621,-0.004432827603846142,-0.002851353897678932,-0.0005135264202582202,-0.0009047207313204517,-0.005080780165867737,-0.005319387179460852,0.0017596067713667308,-0.0032000232689367537,-0.007091159557615959,0.005761488409200997
-0.0003858502396359006,-0.009388994115253547,0.009388994115253547,0.010372020759057049,0.0034404076174289295,-0.013556472231623094,-0.27951294060382303,1.0,-0.3037875987191731,-0.23631607972202803,-0.25055914435031545,-0.010325670237369404,-0.0016047472139576297,-0.006801795969479432,0.006297882015503545,-0.11158879745683344,-0.0055607938790543186,0.007135746138866068,-0.0008705159067712902,0.0006888518029810424,0.002990621179454686,0.003972045946411519,0.002691692080653136,-0.005173059285497459,0.001005774579345905,0.09995920542715638,-0.0014027542416795947
0.0016061886724808747,-0.0022724400285118037,0.002272440028511805,-0.009098830931817284,0.0168639742214363,-0.006927427815522124,-0.2811308705061122,-0.3037875987191731,1.0,-0.23768396934699376,-0.2520094783886032,-0.010385439243402649,0.0030005173564425698,0.004265099966258624,-0.006165891620545646,-0.11223471693274475,0.0014621410648476304,-0.003947510847702668,0.002551113536669583,-0.001196346772672562,-0.00035001027138268834,-0.0032888192320473524,-0.002892357141889434,0.00045254669359149377,-0.005007005974190074,0.02544504022940666,-0.006936832777542449
-0.008920753862622165,0.004834525962620336,-0.004834525962620336,-0.005038639405666789,-0.006378961896129425,0.01104174167218594,-0.21869143272072952,-0.23631607972202803,-0.23768396934699376,1.0,-0.19603792991033342,-0.008078823159836549,0.00229308800882025,-0.00042374646823052767,-0.002267729826311258,-0.0873072779338939,-0.003242372477611155,-0.0017697052861842815,0.005086544473989985,-0.0011871106693320907,-0.0030806126885289664,0.004142384008018155,-0.0035185718812727495,-0.0009154186426202838,0.004711136898504447,-0.036832913005915485,-0.009002420884164029
0.0058299614911422465,0.004216227858323608,-0.00421622785832362,-0.006686019381749901,-0.01839069578598783,0.024047638102504,-0.23187223791039163,-0.25055914435031545,-0.2520094783886032,-0.19603792991033342,1.0,-0.008565743899684404,0.002196055786112776,0.0009352674844210243,-0.003061792957434817,-0.09256939637974763,0.00031420831830458057,0.003022522931528196,-0.003971547289257573,0.00186500843464981,0.0010456750563421697,2.2659653181931375e-05,0.008922201829990178,0.004159921016275961,0.0033522520869420833,-0.09734365467447778,0.011769947324342863
-0.006716678255162191,-0.0036874698824993623,0.0036874698824993597,-0.0056678210959868035,0.011285297411257254,-0.005053951981152495,-0.009555573284239505,-0.010325670237369404,-0.010385439243402649,-0.008078823159836549,-0.008565743899684404,1.0,0.012133800980584749,-0.005559852552313789,-0.009797854885442594,-0.00381483207714366,-0.010781384977603534,-0.002558234586871916,0.004933234936785958,0.007992529364703741,-0.0013473794979786294,0.013688782641691698,0.007828865357663606,0.002284999321989614,0.0007178021197168007,0.0004945900025450969,0.0013513012076175385
0.0031878185575617154,0.011818252623729833,-0.011818252623729833,0.05872154029864428,0.02214793491686921,-0.07927772162609688,-0.0061424811213108286,-0.0016047472139576297,0.0030005173564425698,0.00229308800882025,0.002196055786112776,0.012133800980584749,1.0,-0.4582119453901481,-0.8074843901839723,-0.0008183078486308457,0.09736277754347777,0.03953774738544464,-0.03327762328797083,-0.10123081275965663,0.14303635742971132,0.07880827581503405,0.04718497985814056,0.08093763166031204,0.03142448018441416,-0.04277049769873417,0.014221858594102101
-0.0011020389062625137,-0.004312921635011778,0.0043129216350117775,-0.039206951878555836,0.008600810720281576,0.030792956312346912,0.0024014034381772053,-0.006801795969479432,0.004265099966258624,-0.00042374646823052767,0.0009352674844210243,-0.005559852552313789,-0.4582119453901481,1.0,-0.15431963859230716,-0.0007417126356130192,-0.0080450742877373,-0.014380818205389796,-0.00025861127391005404,0.02224531434312832,-0.06082654507580791,-0.0466623346255787,-0.033033079463006015,-0.031869166308251706,-0.01942119229320937,0.028136588285079648,-0.0017141923519879677
-0.002812140215990747,-0.010274634673401421,0.010274634673401421,-0.03925369023459334,-0.030327232703122344,0.0676875782213457,0.005234151656929631,0.006297882015503545,-0.006165891620545646,-0.002267729826311258,-0.003061792957434817,-0.009797854885442594,-0.8074843901839723,-0.15431963859230716,1.0,0.0014018600025125817,-0.10288742777307154,-0.034405445559929165,0.0371624045441454,0.09776294033258401,-0.11862839641572047,-0.056633889952792574,-0.030527216623604563,-0.068818465905517,-0.022041800287886815,0.028869764125877148,-0.014671108445363333
0.0037545258939843803,0.0024606507722360685,-0.0024606507722360676,0.005954403298171984,0.024578144958286554,-0.02917797897611755,0.3992258720320857,-0.11158879745683344,-0.11223471693274475,-0.0873072779338939,-0.09256939637974763,-0.00381483207714366,-0.0008183078486308457,-0.0007417126356130192,0.0014018600025125817,1.0,0.003975570983047926,-0.0005661061829318623,-0.004843114738785792,0.0022059698046804103,-0.0021873990652821387,0.005107765648892865,0.0013478709977620964,0.0016115650867147822,0.004066883408733261,0.08736848119327872,-0.0026015456672138543
-0.034813966975019935,0.17124740070137934,-0.17124740070137934,0.07297756640540906,-0.08174032349247401,0.0049031613532223425,0.007396297608739621,-0.0055607938790543186,0.0014621410648476304,-0.003242372477611155,0.00031420831830458057,-0.010781384977603534,0.09736277754347777,-0.0080450742877373,-0.10288742777307154,0.003975570983047926,1.0,-0.24234837183616484,-0.47771861596974236,-0.2793341982924886,0.02616013446194751,-0.28245468669916624,-0.15554210632480525,-0.0986807501009699,-0.04755396446070542,-0.034501418542792005,0.024458762937558342
0.013813020604321326,-0.0758748296080653,0.0758748296080653,0.006147697138666571,-0.02259807800247743,0.015285778790959121,-0.004432827603846142,0.007135746138866068,-0.003947510847702668,-0.0017697052861842815,0.003022522931528196,-0.002558234586871916,0.03953774738544464,-0.014380818205389796,-0.034405445559929165,-0.0005661061829318623,-0.24234837183616484,1.0,-0.35158978075270875,-0.20558346744556552,0.027649264347187404,-0.19298508943737377,-0.1077466901702866,-0.04287515052281939,-0.02041119211557879,0.018615699389443196,0.046818608631954146
0.035102068749519065,-0.07479531448258178,0.07479531448258178,-0.027389059415465624,0.027420206961706294,0.0012433441714752454,-0.002851353897678932,-0.0008705159067712902,0.002551113536669583,0.005086544473989985,-0.003971547289257573,0.004933234936785958,-0.03327762328797083,-0.00025861127391005404,0.0371624045441454,-0.004843114738785792,-0.47771861596974236,-0.35158978075270875,1.0,-0.40524740805993376,0.04889711319373398,0.04474926495611557,-0.005734222337407673,0.1038085961514187,0.002672408519073055,0.02318942814517731,-0.008218333576098224
-0.018250317012565815,-0.02529263275615981,0.02529263275615981,-0.051429582275582024,0.07598493421090494,-0.020853375048380106,-0.0005135264202582202,0.0006888518029810424,-0.001196346772672562,-0.0011871106693320907,0.00186500843464981,0.007992529364703741,-0.10123081275965663,0.02224531434312832,0.09776294033258401,0.0022059698046804103,-0.2793341982924886,-0.20558346744556552,-0.40524740805993376,1.0,-0.11497391081321558,0.4296841053838907,0.27591587457357447,0.017588500402658785,0.0674145007842368,-0.008082442859536696,-0.05920075575130838
0.02678983833536176,-0.11429709800438943,0.11429709800438943,0.02553904177010059,-0.02119800421138697,-0.005295959363123121,-0.0009047207313204517,0.002990621179454686,-0.00035001027138268834,-0.0030806126885289664,0.0010456750563421697,-0.0013473794979786294,0.14303635742971132,-0.06082654507580791,-0.11862839641572047,-0.0021873990652821387,0.02616013446194751,0.027649264347187404,0.04889711319373398,-0.11497391081321558,1.0,-0.019737863863733104,-0.02489864521780278,0.035019429514385185,-0.009067530441839623,0.0011817083775949823,0.02916594550202823
0.00014231565504746737,-0.05572122901640635,0.05572122901640635,-0.03995907587784621,0.08104280270280727,-0.03703173604370422,-0.005080780165867737,0.003972045946411519,-0.0032888192320473524,0.004142384008018155,2.2659653181931375e-05,0.013688782641691698,0.07880827581503405,-0.0466623346255787,-0.056633889952792574,0.005107765648892865,-0.28245468669916624,-0.19298508943737377,0.04474926495611557,0.4296841053838907,-0.019737863863733104,1.0,0.43308195240423597,0.08796669470360086,0.0849491448942133,-0.006285488952400578,-0.0356623188210139
0.006882077365201395,-0.03255535447982252,0.03255535447982252,-0.01509749134932334,0.05643821935142047,-0.038430376713910516,-0.005319387179460852,0.002691692080653136,-0.002892357141889434,-0.0035185718812727495,0.008922201829990178,0.007828865357663606,0.04718497985814056,-0.033033079463006015,-0.030527216623604563,0.0013478709977620964,-0.15554210632480525,-0.1077466901702866,-0.005734222337407673,0.27591587457357447,-0.02489864521780278,0.43308195240423597,1.0,0.018470881787287983,0.059204412395922654,-0.014560636318138026,-0.015157588423969668
0.034059625224552165,0.10616989663311859,-0.10616989663311859,0.040430629383294295,-0.003302577129905511,-0.03702328375766084,0.0017596067713667308,-0.005173059285497459,0.00045254669359149377,-0.0009154186426202838,0.004159921016275961,0.002284999321989614,0.08093763166031204,-0.031869166308251706,-0.068818465905517,0.0016115650867147822,-0.0986807501009699,-0.04287515052281939,0.1038085961514187,0.017588500402658785,0.035019429514385185,0.08796669470360086,0.018470881787287983,1.0,0.0037149254964625815,-0.026154355974285063,-0.0001809411002696056
0.015043948470531344,0.022391329358738984,-0.022391329358738984,0.020318162119474126,0.008478483017957816,-0.028202335403547857,-0.0032000232689367537,0.001005774579345905,-0.005007005974190074,0.004711136898504447,0.0033522520869420833,0.0007178021197168007,0.03142448018441416,-0.01942119229320937,-0.022041800287886815,0.004066883408733261,-0.04755396446070542,-0.02041119211557879,0.002672408519073055,0.0674145007842368,-0.009067530441839623,0.0849491448942133,0.059204412395922654,0.0037149254964625815,1.0,-0.025148081680598906,-0.007527683423395431
